kind,task,path,line,date
ACCEPT,,docs/tasks/archive/2026-05-15-round-72-prod-gate4-mvp-1-2-shipped.md,187,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-72-prod-gate4-mvp-1-2-shipped.md,194,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-1.md,6,2026-05-15
ACCEPT,T221,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-1.md,14,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-1.md,15,2026-05-15
ACCEPT,T221,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-1.md,45,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-1.md,76,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,6,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,14,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,49,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,59,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,99,2026-05-15
RATIFIED,T185,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,111,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,116,2026-05-15
RATIFIED,T185,docs/tasks/archive/2026-05-15-round-73-hotfix-batch-2.md,143,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,1,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,6,2026-05-15
RATIFIED,T218,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,6,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,14,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,15,2026-05-15
RATIFIED,T221,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,16,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,32,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,34,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,44,2026-05-15
RATIFIED,T221,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,48,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,64,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,64,2026-05-15
RATIFIED,T221,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,73,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,79,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,79,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,82,2026-05-15
RATIFIED,T221,docs/tasks/archive/2026-05-15-round-74-fix2-batch.md,100,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-74-p1-batch.md,6,2026-05-15
ACCEPT,T218,docs/tasks/archive/2026-05-15-round-74-p1-batch.md,10,2026-05-15
ACCEPT,T221,docs/tasks/archive/2026-05-15-round-74-p1-batch.md,24,2026-05-15
FALSIFIED,,docs/tasks/archive/2026-05-15-round-74-p1-batch.md,26,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-p1-batch.md,26,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-p1-batch.md,38,2026-05-15
ACCEPT,T185,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,6,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,25,2026-05-15
ACCEPT,T185,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,27,2026-05-15
RATIFIED,,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,32,2026-05-15
ACCEPT,T185,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,36,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,40,2026-05-15
ACCEPT,T185,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,44,2026-05-15
RATIFIED,T185,docs/tasks/archive/2026-05-15-round-74-t185-save-trigger-backend.md,44,2026-05-15
ACCEPT,,docs/tasks/archive/2026-05-18-round-74-prod-gate4.md,9,2026-05-18
CONFIRMED,T185,docs/tasks/archive/2026-05-18-round-74-prod-gate4.md,41,2026-05-18
CONFIRMED,,docs/tasks/archive/2026-05-18-round-74-prod-gate4.md,46,2026-05-18
RATIFIED,T218,docs/tasks/archive/2026-05-18-round-74-prod-gate4.md,55,2026-05-18
ACCEPT,T218,docs/tasks/archive/2026-05-20-round-75-prod-gate4.md,6,2026-05-20
ACCEPT,,docs/tasks/archive/2026-05-20-round-75-prod-gate4.md,7,2026-05-20
ACCEPT,T218,docs/tasks/archive/2026-05-20-round-75-prod-gate4.md,8,2026-05-20
RATIFIED,T218,docs/tasks/archive/2026-05-20-round-75-prod-gate4.md,39,2026-05-20
ACCEPT,,docs/tasks/archive/2026-05-20-round-76-batch.md,6,2026-05-20
ACCEPT,T222,docs/tasks/archive/2026-05-20-round-76-batch.md,15,2026-05-20
ACCEPT,T203,docs/tasks/archive/2026-05-20-round-76-batch.md,16,2026-05-20
ACCEPT,T205,docs/tasks/archive/2026-05-20-round-76-batch.md,17,2026-05-20
ACCEPT,,docs/tasks/archive/2026-05-21-round-77-batch.md,3,2026-05-21
ACCEPT,,docs/tasks/archive/2026-05-21-round-77-batch.md,122,2026-05-21
ACCEPT,T226,docs/tasks/archive/2026-05-21-round-77-batch.md,126,2026-05-21
ACCEPT,T203a,docs/tasks/archive/2026-05-21-round-77-batch.md,127,2026-05-21
ACCEPT,T225,docs/tasks/archive/2026-05-21-round-77-batch.md,128,2026-05-21
ACCEPT,,docs/tasks/archive/2026-05-21-round-77-batch.md,140,2026-05-21
ACCEPT,,docs/tasks/archive/2026-05-21-round-77-batch.md,160,2026-05-21
ACCEPT,,docs/tasks/archive/2026-05-21-round-77-batch.md,209,2026-05-21
RATIFIED,,docs/tasks/archive/2026-05-21-round-77-batch.md,215,2026-05-21
ACCEPT,T226,docs/tasks/archive/2026-05-21-round-77-batch.md,229,2026-05-21
ACCEPT,T203a,docs/tasks/archive/2026-05-21-round-77-batch.md,230,2026-05-21
ACCEPT,T225,docs/tasks/archive/2026-05-21-round-77-batch.md,231,2026-05-21
ACCEPT,T227,docs/tasks/archive/2026-05-21-round-77-batch.md,232,2026-05-21
ACCEPT,T228,docs/tasks/archive/2026-05-21-round-77-batch.md,233,2026-05-21
ACCEPT,T229,docs/tasks/archive/2026-05-21-round-77-batch.md,234,2026-05-21
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,22,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,37,2026-05-22
ACCEPT,T232,docs/tasks/archive/2026-05-22-round-78-batch.md,47,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,49,2026-05-22
ACCEPT,T232,docs/tasks/archive/2026-05-22-round-78-batch.md,52,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,63,2026-05-22
ACCEPT,T231,docs/tasks/archive/2026-05-22-round-78-batch.md,65,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,80,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,93,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,107,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-22-round-78-batch.md,117,2026-05-22
ACCEPT,T230,docs/tasks/archive/2026-05-22-round-78-batch.md,123,2026-05-22
ACCEPT,T226a,docs/tasks/archive/2026-05-22-round-78-batch.md,124,2026-05-22
ACCEPT,T232,docs/tasks/archive/2026-05-22-round-78-batch.md,125,2026-05-22
ACCEPT,T231,docs/tasks/archive/2026-05-22-round-78-batch.md,126,2026-05-22
ACCEPT,T230a,docs/tasks/archive/2026-05-22-round-78-batch.md,127,2026-05-22
ACCEPT,T234,docs/tasks/archive/2026-05-22-round-78-batch.md,128,2026-05-22
ACCEPT,T233,docs/tasks/archive/2026-05-22-round-78-batch.md,129,2026-05-22
ACCEPT,T233a,docs/tasks/archive/2026-05-22-round-78-batch.md,130,2026-05-22
ACCEPT,,docs/tasks/archive/2026-05-24-t236-marketing-pricing-i18n.md,57,2026-05-24
ACCEPT,,docs/tasks/archive/2026-05-24-t236-marketing-pricing-i18n.md,59,2026-05-24
ACCEPT,T236,docs/tasks/archive/2026-05-24-t236-marketing-pricing-i18n.md,68,2026-05-24
ACCEPT,,docs/tasks/archive/2026-05-24-t237-marketing-reviewer-updates.md,65,2026-05-24
ACCEPT,,docs/tasks/archive/2026-05-24-t237-marketing-reviewer-updates.md,67,2026-05-24
PROMOTED,T238,docs/tasks/archive/2026-05-24-t237-marketing-reviewer-updates.md,82,2026-05-24
ACCEPT,,docs/tasks/archive/2026-05-29-t226b-governance-audit-dedup-fold.md,4,2026-05-29
CONFIRMED,,docs/tasks/archive/2026-05-29-t226b-governance-audit-dedup-fold.md,15,2026-05-29
ACCEPT,,docs/tasks/archive/2026-05-29-t239-date-disambiguation-dispatch.md,4,2026-05-29
ACCEPT,,docs/tasks/archive/2026-05-29-t239-date-disambiguation-dispatch.md,24,2026-05-29
RATIFIED,,docs/tasks/archive/2026-05-29-t239-date-disambiguation-dispatch.md,32,2026-05-29
ACCEPT,T220b,docs/tasks/archive/2026-06-03-mvp-1.3-batch.md,52,2026-06-03
RATIFIED,T220b,docs/tasks/archive/2026-06-03-mvp-1.3-batch.md,52,2026-06-03
PROMOTED,,docs/tasks/archive/2026-06-04-demo-prep-batch.md,37,2026-06-04
RATIFIED,T290,docs/tasks/archive/2026-06-05-demo-prep-bundle.md,15,2026-06-05
ACCEPT,,docs/tasks/archive/2026-06-05-demo-prep-bundle.md,21,2026-06-05
RATIFIED,,docs/tasks/archive/2026-06-05-demo-prep-bundle.md,67,2026-06-05
FALSIFIED,T219,docs/tasks/archive/2026-06-11-mvp-1.4-pool-stack-v1.4.1.md,28,2026-06-11
CONFIRMED,T298,docs/tasks/archive/2026-06-11-mvp-1.4-pool-stack-v1.4.1.md,41,2026-06-11
CONFIRMED,T303,docs/tasks/archive/2026-06-11-mvp-1.4-pool-stack-v1.4.1.md,44,2026-06-11
FALSIFIED,T306,docs/tasks/archive/2026-06-11-mvp-1.4-pool-stack-v1.4.1.md,46,2026-06-11
CONFIRMED,T306,docs/tasks/archive/2026-06-11-mvp-1.4-pool-stack-v1.4.1.md,46,2026-06-11
CONFIRMED,T301,docs/tasks/archive/2026-06-11-mvp-1.4-pool-stack-v1.4.1.md,58,2026-06-11
ACCEPT,T286,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,21,2026-06-12
FALSIFIED,T286,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,21,2026-06-12
FALSIFIED,T288,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,26,2026-06-12
ACCEPT,T292,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,35,2026-06-12
ACCEPT,T292,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,37,2026-06-12
RATIFIED,T292,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,37,2026-06-12
ACCEPT,T293,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,38,2026-06-12
CONFIRMED,T293,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,38,2026-06-12
ACCEPT,T249,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,50,2026-06-12
ACCEPT,T249,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,52,2026-06-12
RATIFIED,T239,docs/tasks/archive/2026-06-12-baseline-zero-docs-and-polish-sweep.md,61,2026-06-12
FALSIFIED,T316d,docs/tasks/archive/2026-06-13-t316a-t316b-t316c-t316d-mobile-companion-v1.md,61,2026-06-13
ACCEPT,,docs/tasks/archive/2026-06-17-companion-v1.3-action-lens.md,3,2026-06-17
ACCEPT,,docs/tasks/archive/2026-06-17-companion-v1.3-action-lens.md,4,2026-06-17
ACCEPT,T343,docs/tasks/archive/2026-06-17-h-slice1-and-persistence-batch.md,5,2026-06-17
CONFIRMED,T219,docs/tasks/archive/2026-06-17-h-slice1-and-persistence-batch.md,36,2026-06-17
ACCEPT,,docs/tasks/archive/2026-06-17-t342-gate-cta-contrast.md,4,2026-06-17
PROMOTED,,docs/tasks/archive/2026-06-17-t342-gate-cta-contrast.md,43,2026-06-17
ACCEPT,,docs/tasks/archive/2026-06-17-t352-payment-schedule-post-activation.md,4,2026-06-17
RATIFIED,T344,docs/tasks/archive/2026-06-17-t352-payment-schedule-post-activation.md,8,2026-06-17
ACCEPT,,docs/tasks/archive/2026-06-18-companion-v1.4-action-orientation.md,3,2026-06-18
ACCEPT,,docs/tasks/archive/2026-06-18-companion-v1.4-action-orientation.md,4,2026-06-18
ACCEPT,T359,docs/tasks/archive/2026-06-18-companion-v1.4-polish-and-ux-review.md,4,2026-06-18
ACCEPT,T359,docs/tasks/archive/2026-06-18-companion-v1.4-polish-and-ux-review.md,4,2026-06-18
ACCEPT,T359,docs/tasks/archive/2026-06-18-companion-v1.4-polish-and-ux-review.md,32,2026-06-18
ACCEPT,T362,docs/tasks/archive/2026-06-18-companion-v1.5-ux-findings-batch.md,4,2026-06-18
ACCEPT,T364,docs/tasks/archive/2026-06-18-companion-v1.5-ux-findings-batch.md,30,2026-06-18
ACCEPT,,docs/tasks/archive/2026-06-18-t367-companion-visual-fidelity.md,4,2026-06-18
ACCEPT,,docs/tasks/archive/2026-06-18-t367-companion-visual-fidelity.md,32,2026-06-18
ACCEPT,,docs/tasks/archive/2026-06-19-t369-activation-baseline.md,4,2026-06-19
ACCEPT,,docs/tasks/archive/2026-06-19-t370-progress-js-engine.md,4,2026-06-19
RATIFIED,,docs/tasks/archive/2026-06-19-t370-progress-js-engine.md,15,2026-06-19
RATIFIED,,docs/tasks/archive/2026-06-19-t370-progress-js-engine.md,24,2026-06-19
RATIFIED,,docs/tasks/archive/2026-06-19-t370-progress-js-engine.md,25,2026-06-19
ACCEPT,,docs/tasks/archive/2026-06-19-t371-milestone-marks-persistence.md,4,2026-06-19
ACCEPT,,docs/tasks/archive/2026-06-19-t372-mark-gesture.md,4,2026-06-19
RATIFIED,,docs/tasks/archive/2026-06-19-t372-mark-gesture.md,19,2026-06-19
RATIFIED,,docs/tasks/archive/2026-06-19-t372-mark-gesture.md,20,2026-06-19
ACCEPT,,docs/tasks/archive/2026-06-19-t373-t375-d3-d5-batch.md,4,2026-06-19
ACCEPT,,docs/tasks/archive/2026-06-19-t373-t375-d3-d5-batch.md,19,2026-06-19
ACCEPT,T376,docs/tasks/archive/2026-06-19-t373-t375-d3-d5-batch.md,20,2026-06-19
ACCEPT,T394,docs/tasks/archive/2026-06-20-s1.1-gate-completion-batch.md,3,2026-06-20
ACCEPT,,docs/tasks/archive/2026-06-20-t377-type-aware-status-behind-anchors.md,4,2026-06-20
ACCEPT,,docs/tasks/archive/2026-06-20-t378-needs-update-highlight.md,4,2026-06-20
ACCEPT,T379,docs/tasks/archive/2026-06-20-t379-baseline-on-edit-reactivation.md,4,2026-06-20
ACCEPT,,docs/tasks/archive/2026-06-20-t380-milestone-composite-identity.md,4,2026-06-20
ACCEPT,,docs/tasks/archive/2026-06-20-t381-t376-s1-designer-surfaces-tail.md,3,2026-06-20
ACCEPT,,docs/tasks/archive/2026-06-20-t382-parked-deliverable-survives-gold-rebuild.md,4,2026-06-20
ACCEPT,T392,docs/tasks/archive/2026-06-20-t392-date-confidence-provenance.md,3,2026-06-20
ACCEPT,,docs/tasks/archive/2026-06-21-t395-chat-staticmethod-self-nameerror.md,3,2026-06-21
FALSIFIED,,docs/tasks/archive/2026-06-21-t395-chat-staticmethod-self-nameerror.md,7,2026-06-21
ACCEPT,,docs/tasks/archive/2026-06-21-t398-portfolio-sort-derived-value.md,3,2026-06-21
ACCEPT,,docs/tasks/archive/2026-06-24-t399a-t399b-companion-schedule-honesty-payment-budget.md,5,2026-06-24
ACCEPT,T400,docs/tasks/archive/2026-06-24-t399a-t399b-companion-schedule-honesty-payment-budget.md,46,2026-06-24
ACCEPT,,docs/tasks/archive/2026-06-25-t401-s2-1-delay-analysis-reasoner-endpoint.md,3,2026-06-25
ACCEPT,,docs/tasks/archive/2026-06-25-t402-s2-1-companion-delay-analysis-surface.md,3,2026-06-25
ACCEPT,T399,docs/tasks/archive/2026-06-25-t402-s2-1-companion-delay-analysis-surface.md,32,2026-06-25
ACCEPT,T401,docs/tasks/archive/2026-06-25-t403-localization-wave-t404-ocr.md,3,2026-06-25
ACCEPT,,docs/tasks/archive/2026-06-25-t403-localization-wave-t404-ocr.md,27,2026-06-25
ACCEPT,,docs/tasks/archive/2026-06-25-t403-localization-wave-t404-ocr.md,37,2026-06-25
ACCEPT,,docs/tasks/archive/2026-06-25-t403-localization-wave-t404-ocr.md,41,2026-06-25
ACCEPT,,docs/tasks/archive/2026-06-26-t406a-t406b-intake-localization-keystone-catalog.md,3,2026-06-26
ACCEPT,,docs/tasks/archive/2026-06-26-t406a-t406b-intake-localization-keystone-catalog.md,15,2026-06-26
ACCEPT,,docs/tasks/archive/2026-06-26-t406a-t406b-intake-localization-keystone-catalog.md,23,2026-06-26
ACCEPT,,docs/tasks/archive/2026-06-26-t406a-t406b-intake-localization-keystone-catalog.md,40,2026-06-26
ACCEPT,,docs/tasks/archive/2026-06-27-t411-fr-intake-thread-test.md,4,2026-06-27
ACCEPT,,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,6,2026-06-27
ACCEPT,,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,6,2026-06-27
ACCEPT,T579,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,7,2026-06-27
ACCEPT,T414,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,44,2026-06-27
ACCEPT,T417,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,50,2026-06-27
ACCEPT,T415,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,56,2026-06-27
ACCEPT,T416,docs/tasks/archive/2026-06-27-t412-t414-t415-t416-t417-fr-es-intake-localization-complete.md,59,2026-06-27
ACCEPT,T387,docs/tasks/archive/2026-06-29-t387-two-eyes-fullstack-smoke.md,18,2026-06-29
ACCEPT,T390a,docs/tasks/archive/2026-06-29-t390-durable-milestone-stable-id.md,13,2026-06-29
ACCEPT,T390b,docs/tasks/archive/2026-06-29-t390-durable-milestone-stable-id.md,18,2026-06-29
ACCEPT,,docs/tasks/archive/2026-06-30-t386-phase1-eval-band-extraction-baseline.md,5,2026-06-30
ACCEPT,T386,docs/tasks/archive/2026-06-30-t386-phase1-eval-band-extraction-baseline.md,34,2026-06-30
ACCEPT,T386,docs/tasks/archive/2026-06-30-t386-phase1-eval-band-extraction-baseline.md,38,2026-06-30
ACCEPT,T386,docs/tasks/archive/2026-06-30-t386-phase1-eval-band-extraction-baseline.md,40,2026-06-30
ACCEPT,T386,docs/tasks/archive/2026-06-30-t386-phase1-eval-band-extraction-baseline.md,42,2026-06-30
ACCEPT,,docs/tasks/archive/2026-06-30-t428-real-llm-date-in-title.md,4,2026-06-30
ACCEPT,,docs/tasks/archive/2026-06-30-t428-real-llm-date-in-title.md,24,2026-06-30
ACCEPT,,docs/tasks/archive/2026-06-30-t428-real-llm-date-in-title.md,24,2026-06-30
ACCEPT,T386,docs/tasks/archive/2026-07-01-t384-adp-1.2-pilot-review.md,23,2026-07-01
ACCEPT,T388,docs/tasks/archive/2026-07-01-t384-adp-1.2-pilot-review.md,33,2026-07-01
UN_ADOPTED,,docs/tasks/archive/2026-07-01-t384-adp-1.2-pilot-review.md,37,2026-07-01
ACCEPT,,docs/tasks/archive/2026-07-01-t388-governance-dedup-role-collapse-consolidation.md,3,2026-07-01
ACCEPT,,docs/tasks/archive/2026-07-02-t427b-status-report-baseline-delta.md,3,2026-07-02
ACCEPT,,docs/tasks/archive/2026-07-02-t427b-status-report-baseline-delta.md,19,2026-07-02
ACCEPT,,docs/tasks/archive/2026-07-03-t427c-shareable-report-link.md,3,2026-07-03
ACCEPT,,docs/tasks/archive/2026-07-03-t427c-shareable-report-link.md,23,2026-07-03
ACCEPT,,docs/tasks/archive/2026-07-03-t427d-status-report-last-report-delta.md,3,2026-07-03
ACCEPT,,docs/tasks/archive/2026-07-03-t427d-status-report-last-report-delta.md,17,2026-07-03
RATIFIED,,docs/tasks/archive/2026-07-04-adp-continuous-improvement-review.md,27,2026-07-04
ACCEPT,,docs/tasks/archive/2026-07-04-t427e-drift-warning-ack.md,6,2026-07-04
ACCEPT,T427e,docs/tasks/archive/2026-07-04-t427e-fix-rules-of-hooks.md,22,2026-07-04
ACCEPT,,docs/tasks/archive/2026-07-04-t427e-fix-rules-of-hooks.md,46,2026-07-04
ACCEPT,,docs/tasks/archive/2026-07-04-t427g-portfolio-canvas-live-health.md,6,2026-07-04
ACCEPT,,docs/tasks/archive/2026-07-04-t427h-companion-drift-warning-sign.md,4,2026-07-04
ACCEPT,,docs/tasks/archive/2026-07-31-t430-internal-project-mode.md,3,2026-07-31
ACCEPT,,docs/tasks/archive/2026-07-31-t434-t435-ip2-internal-project-affordance.md,3,2026-07-31
ACCEPT,T434,docs/tasks/archive/2026-07-31-t434-t435-ip2-internal-project-affordance.md,11,2026-07-31
ACCEPT,T435,docs/tasks/archive/2026-07-31-t434-t435-ip2-internal-project-affordance.md,13,2026-07-31
ACCEPT,,docs/tasks/archive/2026-07-31-t437a-t437c-fr-es-leak-fixes.md,3,2026-07-31
ACCEPT,T437a,docs/tasks/archive/2026-07-31-t437a-t437c-fr-es-leak-fixes.md,11,2026-07-31
ACCEPT,T437c,docs/tasks/archive/2026-07-31-t437a-t437c-fr-es-leak-fixes.md,12,2026-07-31
ACCEPT,,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,3,2026-07-31
ACCEPT,T437b,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,11,2026-07-31
ACCEPT,T435,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,12,2026-07-31
ACCEPT,T437d,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,13,2026-07-31
RATIFIED,,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,38,2026-07-31
RATIFIED,T435,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,40,2026-07-31
RATIFIED,,docs/tasks/archive/2026-07-31-t437b-t437d-chat-seam-and-lint-net.md,64,2026-07-31
ACCEPT,T441,docs/tasks/archive/2026-08-01-t441-t442-es-demo-readiness.md,3,2026-08-01
ACCEPT,T441,docs/tasks/archive/2026-08-01-t441-t442-es-demo-readiness.md,3,2026-08-01
ACCEPT,T441,docs/tasks/archive/2026-08-01-t441-t442-es-demo-readiness.md,9,2026-08-01
ACCEPT,T442,docs/tasks/archive/2026-08-01-t441-t442-es-demo-readiness.md,38,2026-08-01
RATIFIED,,docs/tasks/archive/2026-08-01-t441-t442-es-demo-readiness.md,65,2026-08-01
ACCEPT,,docs/tasks/archive/2026-08-01-t442b-es-chrome-sweep-remainder.md,3,2026-08-01
RATIFIED,,docs/tasks/archive/2026-08-01-t442b-es-chrome-sweep-remainder.md,57,2026-08-01
ACCEPT,,docs/tasks/archive/2026-08-02-t441b-t430b-first-turn-path.md,5,2026-08-02
CONFIRMED,T441b,docs/tasks/archive/2026-08-02-t441b-t430b-first-turn-path.md,65,2026-08-02
ACCEPT,,docs/tasks/archive/2026-08-02-t442c-t442c-spec-prose-leak-gate.md,3,2026-08-02
ACCEPT,T437,docs/tasks/archive/2026-08-02-t442c-t442c-spec-prose-leak-gate.md,78,2026-08-02
ACCEPT,T437,docs/tasks/archive/2026-08-02-t442c-t442c-spec-prose-leak-gate.md,78,2026-08-02
ACCEPT,,docs/tasks/archive/2026-08-02-t442f-fullstack-suite-readable-again.md,3,2026-08-02
ACCEPT,T446,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,6,2026-08-02
ACCEPT,T446,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,6,2026-08-02
ACCEPT,T446,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,6,2026-08-02
RATIFIED,,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,44,2026-08-02
RATIFIED,,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,67,2026-08-02
PROMOTED,T450,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,100,2026-08-02
ACCEPT,,docs/tasks/archive/2026-08-02-t446-t447-t447a-closure-c1.md,130,2026-08-02
ACCEPT,,docs/tasks/archive/2026-08-02-t449-activated-edit-locale.md,4,2026-08-02
ACCEPT,T442f,docs/tasks/archive/2026-08-03-v1.7.8-quota-family.md,4,2026-08-03
FALSIFIED,,docs/tasks/archive/2026-08-03-v1.7.8-quota-family.md,12,2026-08-03
RATIFIED,,docs/tasks/archive/2026-08-03-v1.7.8-quota-family.md,30,2026-08-03
RATIFIED,,docs/tasks/archive/2026-08-03-v1.7.8-quota-family.md,34,2026-08-03
PROMOTED,,docs/tasks/archive/2026-08-03-v1.7.8-quota-family.md,34,2026-08-03
RATIFIED,,docs/tasks/archive/2026-08-03-v1.7.8-quota-family.md,36,2026-08-03
ACCEPT,,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,23,2026-08-04
PROMOTED,,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,35,2026-08-04
ACCEPT,T462,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,46,2026-08-04
ACCEPT,T463,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,47,2026-08-04
ACCEPT,T464,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,48,2026-08-04
ACCEPT,T465,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,49,2026-08-04
ACCEPT,T466,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,50,2026-08-04
ACCEPT,T468,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,51,2026-08-04
ACCEPT,T469,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,52,2026-08-04
ACCEPT,T473,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,53,2026-08-04
ACCEPT,T474,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,54,2026-08-04
ACCEPT,,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,55,2026-08-04
